cliente_id,mes,segmento,idade,qtd_transacoes_pix,valor_total_pix,canal_preferencial
C0161,2024-04,PF Varejo,51,8,840.16,Internet Banking
C0161,2024-05,PF Varejo,51,12,1160.76,Internet Banking
C0161,2024-06,PF Varejo,51,10,1966.2,Internet Banking
C0162,2024-01,PJ Pequeno Negocio,46,37,11294.55,Internet Banking
C0162,2024-02,PJ Pequeno Negocio,46,32,9777.0,Internet Banking
C0162,2024-03,PJ Pequeno Negocio,46,37,11723.12,Internet Banking
C0162,2024-04,PJ Pequeno Negocio,46,28,6147.77,Internet Banking
C0162,2024-05,PJ Pequeno Negocio,46,40,6809.91,Internet Banking
C0162,2024-06,PJ Pequeno Negocio,46,39,6815.26,Internet Banking
C0163,2024-01,PF Varejo,66,7,772.36,Internet Banking
C0163,2024-02,PF Varejo,66,6,621.82,Internet Banking
C0163,2024-03,PF Varejo,66,6,926.23,Internet Banking
C0163,2024-04,PF Varejo,66,7,1139.23,Internet Banking
C0163,2024-05,PF Varejo,66,6,849.66,Internet Banking
C0163,2024-06,PF Varejo,66,7,706.48,Internet Banking
C0164,2024-01,PF Varejo,48,7,983.4,Internet Banking
C0164,2024-02,PF Varejo,48,9,941.97,Internet Banking
C0164,2024-03,PF Varejo,48,8,1092.51,Internet Banking
C0164,2024-04,PF Varejo,48,8,1075.71,Internet Banking
C0164,2024-05,PF Varejo,48,9,1643.02,Internet Banking
C0164,2024-06,PF Varejo,48,9,1136.16,Internet Banking
C0165,2024-01,PF Varejo,47,5,728.97,Internet Banking
C0165,2024-02,PF Varejo,47,6,768.18,Internet Banking
C0165,2024-03,PF Varejo,47,4,374.99,Internet Banking
C0165,2024-04,PF Varejo,47,6,856.3,Internet Banking
C0165,2024-05,PF Varejo,47,4,427.96,Internet Banking
C0165,2024-06,PF Varejo,47,6,745.76,Internet Banking
C0166,2024-01,PF Varejo,23,14,1203.27,Internet Banking
C0166,2024-02,PF Varejo,23,14,2054.83,Internet Banking
C0166,2024-03,PF Varejo,23,13,1596.56,Internet Banking
C0166,2024-04,PF Varejo,23,10,1426.33,Internet Banking
C0166,2024-05,PF Varejo,23,13,1984.73,Internet Banking
C0166,2024-06,PF Varejo,23,14,1711.16,Internet Banking
C0167,2024-01,PF Alta Renda,19,36,11627.09,App
C0167,2024-02,PF Alta Renda,19,27,14568.82,App
C0167,2024-03,PF Alta Renda,19,40,18125.09,App
C0167,2024-04,PF Alta Renda,19,26,7402.88,App
C0167,2024-05,PF Alta Renda,19,39,13496.88,App
C0167,2024-06,PF Alta Renda,19,29,11971.01,App
C0168,2024-01,PF Alta Renda,40,32,16082.76,App
C0168,2024-02,PF Alta Renda,40,37,14384.49,App
C0168,2024-03,PF Alta Renda,40,29,10373.22,App
C0168,2024-04,PF Alta Renda,40,27,11257.26,App
C0168,2024-05,PF Alta Renda,40,31,17017.28,App
C0168,2024-06,PF Alta Renda,40,28,13265.71,App
C0169,2024-01,PF Varejo,74,10,1031.06,App
C0169,2024-02,PF Varejo,74,11,1341.81,App
C0169,2024-03,PF Varejo,74,10,1313.18,App
C0169,2024-04,PF Varejo,74,9,992.43,App
C0169,2024-05,PF Varejo,74,9,1157.17,App
C0169,2024-06,PF Varejo,74,10,1189.09,App
C0170,2024-01,PJ Pequeno Negocio,70,45,11891.06,App
C0170,2024-02,PJ Pequeno Negocio,70,61,13367.94,App
C0170,2024-03,PJ Pequeno Negocio,70,48,7344.9,App
C0170,2024-04,PJ Pequeno Negocio,70,47,13639.89,App
C0170,2024-05,PJ Pequeno Negocio,70,45,13696.02,App
C0170,2024-06,PJ Pequeno Negocio,70,43,9607.47,App
C0171,2024-01,PF Varejo,53,6,903.79,App
C0171,2024-02,PF Varejo,53,7,964.78,App
C0171,2024-03,PF Varejo,53,7,1132.31,App
C0171,2024-04,PF Varejo,53,5,712.22,App
C0171,2024-05,PF Varejo,53,5,433.69,App
C0171,2024-06,PF Varejo,53,6,627.9,App
C0172,2024-01,PF Varejo,53,11,769.01,Internet Banking
C0172,2024-02,PF Varejo,53,8,684.22,Internet Banking
C0172,2024-03,PF Varejo,53,11,1289.34,Internet Banking
C0172,2024-04,PF Varejo,53,11,1444.14,Internet Banking
C0172,2024-05,PF Varejo,53,12,906.71,Internet Banking
C0172,2024-06,PF Varejo,53,11,1308.53,Internet Banking
C0173,2024-01,PF Varejo,40,14,1915.39,App
C0173,2024-02,PF Varejo,40,17,2540.89,App
C0173,2024-03,PF Varejo,40,15,1881.22,App
C0173,2024-04,PF Varejo,40,16,2645.51,App
C0173,2024-05,PF Varejo,40,19,2026.68,App
C0173,2024-06,PF Varejo,40,13,1129.89,App
C0174,2024-01,PJ Pequeno Negocio,28,48,14436.98,App
C0174,2024-02,PJ Pequeno Negocio,28,38,12184.22,App
C0174,2024-03,PJ Pequeno Negocio,28,43,7795.51,App
C0174,2024-04,PJ Pequeno Negocio,28,42,10169.93,App
C0174,2024-05,PJ Pequeno Negocio,28,49,10001.57,App
C0174,2024-06,PJ Pequeno Negocio,28,40,8015.42,App
C0175,2024-01,PF Varejo,18,6,500.14,App
C0175,2024-02,PF Varejo,18,6,841.87,App
C0175,2024-03,PF Varejo,18,4,270.36,App
C0175,2024-04,PF Varejo,18,2,232.35,App
C0175,2024-05,PF Varejo,18,0,0.0,App
C0175,2024-06,PF Varejo,18,0,0.0,App
C0176,2024-01,PF Varejo,37,13,1569.13,App
C0176,2024-02,PF Varejo,37,11,1125.15,App
C0176,2024-03,PF Varejo,37,14,1951.62,App
C0176,2024-04,PF Varejo,37,13,1797.75,App
C0176,2024-05,PF Varejo,37,14,1963.17,App
C0176,2024-06,PF Varejo,37,12,2004.91,App
C0177,2024-01,PF Varejo,36,10,1053.43,App
C0177,2024-02,PF Varejo,36,11,1386.71,App
C0177,2024-03,PF Varejo,36,6,659.54,App
C0177,2024-04,PF Varejo,36,4,489.6,App
C0177,2024-05,PF Varejo,36,1,73.11,App
C0177,2024-06,PF Varejo,36,1,146.24,App
C0178,2024-01,PJ Pequeno Negocio,28,33,8053.08,Internet Banking
C0178,2024-02,PJ Pequeno Negocio,28,37,9150.49,Internet Banking
C0178,2024-03,PJ Pequeno Negocio,28,34,10036.65,Internet Banking
C0178,2024-04,PJ Pequeno Negocio,28,41,6943.71,Internet Banking
C0178,2024-05,PJ Pequeno Negocio,28,30,9665.79,Internet Banking
C0178,2024-06,PJ Pequeno Negocio,28,34,8547.43,Internet Banking
C0179,2024-01,PJ Pequeno Negocio,32,38,9380.37,App
C0179,2024-02,PJ Pequeno Negocio,32,36,13090.77,App
C0179,2024-03,PJ Pequeno Negocio,32,27,7212.45,App
C0179,2024-04,PJ Pequeno Negocio,32,13,3251.29,App
C0179,2024-05,PJ Pequeno Negocio,32,2,510.38,App
C0179,2024-06,PJ Pequeno Negocio,32,2,453.48,App
C0180,2024-01,PF Alta Renda,19,25,10236.0,App
C0180,2024-02,PF Alta Renda,19,29,12133.79,App
C0180,2024-03,PF Alta Renda,19,20,11317.02,App
C0180,2024-04,PF Alta Renda,19,15,9083.74,App
C0180,2024-05,PF Alta Renda,19,34,18051.22,App
C0180,2024-06,PF Alta Renda,19,21,9816.33,App
C0181,2024-01,PJ Pequeno Negocio,52,42,13536.74,App
C0181,2024-02,PJ Pequeno Negocio,52,45,6630.9,App
C0181,2024-03,PJ Pequeno Negocio,52,29,7791.4,App
C0181,2024-04,PJ Pequeno Negocio,52,13,4129.82,App
C0181,2024-05,PJ Pequeno Negocio,52,2,441.52,App
C0181,2024-06,PJ Pequeno Negocio,52,2,502.86,App
C0182,2024-01,PJ Pequeno Negocio,70,39,10667.51,App
C0182,2024-02,PJ Pequeno Negocio,70,39,9718.07,App
C0182,2024-03,PJ Pequeno Negocio,70,45,12965.06,App
C0182,2024-04,PJ Pequeno Negocio,70,33,7513.9,App
C0182,2024-05,PJ Pequeno Negocio,70,44,12541.48,App
C0182,2024-06,PJ Pequeno Negocio,70,45,9396.09,App
C0183,2024-01,PF Varejo,57,5,715.88,App
C0183,2024-02,PF Varejo,57,6,694.54,App
C0183,2024-03,PF Varejo,57,5,643.61,App
C0183,2024-04,PF Varejo,57,5,555.24,App
C0183,2024-05,PF Varejo,57,5,430.09,App
C0183,2024-06,PF Varejo,57,5,680.18,App
C0184,2024-01,PF Varejo,43,9,1902.99,Internet Banking
C0184,2024-02,PF Varejo,43,11,1242.24,Internet Banking
C0184,2024-03,PF Varejo,43,13,1778.31,Internet Banking
C0184,2024-04,PF Varejo,43,14,1844.63,Internet Banking
C0184,2024-05,PF Varejo,43,11,917.2,Internet Banking
C0184,2024-06,PF Varejo,43,11,1277.8,Internet Banking
C0185,2024-01,PF Alta Renda,41,9,2039.32,Internet Banking
C0185,2024-02,PF Alta Renda,41,11,4851.86,Internet Banking
C0185,2024-03,PF Alta Renda,41,11,2395.77,Internet Banking
C0185,2024-04,PF Alta Renda,41,8,3751.16,Internet Banking
C0185,2024-05,PF Alta Renda,41,12,3766.45,Internet Banking
C0185,2024-06,PF Alta Renda,41,8,3192.32,Internet Banking
C0186,2024-01,PF Alta Renda,35,35,18784.55,App
C0186,2024-02,PF Alta Renda,35,42,25549.07,App
C0186,2024-03,PF Alta Renda,35,40,16996.86,App
C0186,2024-04,PF Alta Renda,35,37,15247.8,App
C0186,2024-05,PF Alta Renda,35,40,14357.32,App
C0186,2024-06,PF Alta Renda,35,30,9421.44,App
C0187,2024-01,PF Varejo,26,16,1670.9,Internet Banking
C0187,2024-02,PF Varejo,26,19,2227.48,Internet Banking
C0187,2024-03,PF Varejo,26,13,2472.1,Internet Banking
C0187,2024-04,PF Varejo,26,14,1582.23,Internet Banking
C0187,2024-05,PF Varejo,26,17,2000.39,Internet Banking
C0187,2024-06,PF Varejo,26,13,1385.57,Internet Banking
C0188,2024-01,PF Varejo,52,16,2324.32,App
C0188,2024-02,PF Varejo,52,15,1694.4,App
C0188,2024-03,PF Varejo,52,9,939.35,App
C0188,2024-04,PF Varejo,52,4,455.27,App
C0188,2024-05,PF Varejo,52,1,141.23,App
C0188,2024-06,PF Varejo,52,1,106.35,App
C0189,2024-01,PF Alta Renda,50,21,8828.54,Internet Banking
C0189,2024-02,PF Alta Renda,50,23,8837.47,Internet Banking
C0189,2024-03,PF Alta Renda,50,23,9246.01,Internet Banking
C0189,2024-04,PF Alta Renda,50,25,12073.42,Internet Banking
C0189,2024-05,PF Alta Renda,50,24,11981.63,Internet Banking
C0189,2024-06,PF Alta Renda,50,26,8882.23,Internet Banking
C0190,2024-01,PF Varejo,18,13,2222.71,App
C0190,2024-02,PF Varejo,18,14,1717.39,App
C0190,2024-03,PF Varejo,18,11,1856.56,App
C0190,2024-04,PF Varejo,18,16,2791.73,App
C0190,2024-05,PF Varejo,18,11,1570.59,App
C0190,2024-06,PF Varejo,18,12,2034.85,App
C0191,2024-01,PJ Pequeno Negocio,41,35,11238.2,App
C0191,2024-02,PJ Pequeno Negocio,41,29,8297.13,App
C0191,2024-03,PJ Pequeno Negocio,41,33,13594.0,App
C0191,2024-04,PJ Pequeno Negocio,41,35,9449.79,App
C0191,2024-05,PJ Pequeno Negocio,41,32,8555.34,App
C0191,2024-06,PJ Pequeno Negocio,41,30,10220.02,App
C0192,2024-01,PF Varejo,33,9,1369.38,Internet Banking
C0192,2024-02,PF Varejo,33,9,1053.18,Internet Banking
C0192,2024-03,PF Varejo,33,12,1460.74,Internet Banking
C0192,2024-04,PF Varejo,33,10,1838.92,Internet Banking
C0192,2024-05,PF Varejo,33,8,677.19,Internet Banking
C0192,2024-06,PF Varejo,33,10,1172.25,Internet Banking
C0193,2024-01,PF Varejo,27,8,529.77,App
C0193,2024-02,PF Varejo,27,6,775.28,App
C0193,2024-03,PF Varejo,27,6,837.97,App
C0193,2024-04,PF Varejo,27,8,1061.59,App
C0193,2024-05,PF Varejo,27,9,510.3,App
C0193,2024-06,PF Varejo,27,7,739.16,App
C0194,2024-01,PF Alta Renda,58,19,9818.94,App
C0194,2024-02,PF Alta Renda,58,16,6125.78,App
C0194,2024-03,PF Alta Renda,58,16,5964.81,App
C0194,2024-04,PF Alta Renda,58,18,7346.99,App
C0194,2024-05,PF Alta Renda,58,18,6566.63,App
C0194,2024-06,PF Alta Renda,58,16,3796.11,App
C0195,2024-01,PF Varejo,47,14,611.77,App
C0195,2024-02,PF Varejo,47,15,1817.16,App
C0195,2024-03,PF Varejo,47,13,1549.92,App
C0195,2024-04,PF Varejo,47,12,1397.7,App
C0195,2024-05,PF Varejo,47,15,2005.23,App
C0195,2024-06,PF Varejo,47,18,581.03,App
C0196,2024-01,PF Varejo,54,6,729.99,App
C0196,2024-02,PF Varejo,54,6,791.32,App
C0196,2024-03,PF Varejo,54,5,729.93,App
C0196,2024-04,PF Varejo,54,2,237.1,App
C0196,2024-05,PF Varejo,54,0,0.0,App
C0196,2024-06,PF Varejo,54,0,0.0,App
C0197,2024-01,PF Varejo,58,10,1267.28,App
C0197,2024-02,PF Varejo,58,9,1004.1,App
C0197,2024-03,PF Varejo,58,8,801.21,App
C0197,2024-04,PF Varejo,58,9,732.92,App
C0197,2024-05,PF Varejo,58,8,1167.16,App
C0197,2024-06,PF Varejo,58,9,820.24,App
C0198,2024-01,PJ Pequeno Negocio,73,27,7284.54,Internet Banking
C0198,2024-02,PJ Pequeno Negocio,73,19,5489.93,Internet Banking
C0198,2024-03,PJ Pequeno Negocio,73,16,4363.22,Internet Banking
C0198,2024-04,PJ Pequeno Negocio,73,6,1601.99,Internet Banking
C0198,2024-05,PJ Pequeno Negocio,73,1,301.61,Internet Banking
C0198,2024-06,PJ Pequeno Negocio,73,1,187.69,Internet Banking
C0199,2024-01,PF Varejo,63,6,677.54,Internet Banking
C0199,2024-02,PF Varejo,63,7,1254.04,Internet Banking
C0199,2024-03,PF Varejo,63,4,229.4,Internet Banking
C0199,2024-04,PF Varejo,63,2,160.7,Internet Banking
C0199,2024-05,PF Varejo,63,0,0.0,Internet Banking
C0199,2024-06,PF Varejo,63,0,0.0,Internet Banking
C0200,2024-01,PF Varejo,53,8,1309.46,App
C0200,2024-02,PF Varejo,53,9,1139.28,App
C0200,2024-03,PF Varejo,53,5,501.25,App
C0200,2024-04,PF Varejo,53,3,387.05,App
C0200,2024-05,PF Varejo,53,0,0.0,App
C0200,2024-06,PF Varejo,53,1,103.45,App
C0201,2024-01,PF Alta Renda,68,20,5696.26,App
C0201,2024-02,PF Alta Renda,68,14,7929.74,App
C0201,2024-03,PF Alta Renda,68,16,6211.84,App
C0201,2024-04,PF Alta Renda,68,20,11142.36,App
C0201,2024-05,PF Alta Renda,68,17,8879.45,App
C0201,2024-06,PF Alta Renda,68,19,5403.61,App
C0202,2024-01,PJ Pequeno Negocio,45,43,12854.58,App
C0202,2024-02,PJ Pequeno Negocio,45,36,8215.29,App
C0202,2024-03,PJ Pequeno Negocio,45,36,11894.95,App
C0202,2024-04,PJ Pequeno Negocio,45,29,5320.69,App
C0202,2024-05,PJ Pequeno Negocio,45,36,14285.28,App
C0202,2024-06,PJ Pequeno Negocio,45,36,10444.14,App
C0203,2024-01,PF Varejo,74,8,1344.38,App
C0203,2024-02,PF Varejo,74,8,1012.93,App
C0203,2024-03,PF Varejo,74,9,1064.36,App
C0203,2024-04,PF Varejo,74,9,874.3,App
C0203,2024-05,PF Varejo,74,6,716.01,App
C0203,2024-06,PF Varejo,74,6,969.02,App
C0204,2024-01,PF Varejo,61,11,1278.37,App
C0204,2024-02,PF Varejo,61,12,1474.56,App
C0204,2024-03,PF Varejo,61,10,1366.22,App
C0204,2024-04,PF Varejo,61,11,1357.48,App
C0204,2024-05,PF Varejo,61,10,1057.32,App
C0204,2024-06,PF Varejo,61,9,819.66,App
C0205,2024-01,PF Varejo,55,9,1290.18,Internet Banking
C0205,2024-02,PF Varejo,55,8,918.02,Internet Banking
C0205,2024-03,PF Varejo,55,9,1527.96,Internet Banking
C0205,2024-04,PF Varejo,55,7,807.11,Internet Banking
C0205,2024-05,PF Varejo,55,9,835.55,Internet Banking
C0205,2024-06,PF Varejo,55,8,954.97,Internet Banking
C0206,2024-01,PF Varejo,69,8,684.41,Internet Banking
C0206,2024-02,PF Varejo,69,8,956.74,Internet Banking
C0206,2024-03,PF Varejo,69,11,1633.26,Internet Banking
C0206,2024-04,PF Varejo,69,8,1070.51,Internet Banking
C0206,2024-05,PF Varejo,69,12,1149.73,Internet Banking
C0206,2024-06,PF Varejo,69,9,1124.7,Internet Banking
C0207,2024-01,PF Varejo,47,7,707.52,Internet Banking
C0207,2024-02,PF Varejo,47,6,791.88,Internet Banking
C0207,2024-03,PF Varejo,47,7,846.62,Internet Banking
C0207,2024-04,PF Varejo,47,8,931.84,Internet Banking
C0207,2024-05,PF Varejo,47,8,1192.77,Internet Banking
C0207,2024-06,PF Varejo,47,8,1048.5,Internet Banking
C0208,2024-01,PF Alta Renda,59,21,6725.87,App
C0208,2024-02,PF Alta Renda,59,20,10475.36,App
C0208,2024-03,PF Alta Renda,59,24,5336.55,App
C0208,2024-04,PF Alta Renda,59,26,9370.28,App
C0208,2024-05,PF Alta Renda,59,21,6568.71,App
C0208,2024-06,PF Alta Renda,59,32,11942.98,App
C0209,2024-01,PF Varejo,34,5,602.39,App
C0209,2024-02,PF Varejo,34,6,703.92,App
C0209,2024-03,PF Varejo,34,6,509.84,App
C0209,2024-04,PF Varejo,34,6,846.03,App
C0209,2024-05,PF Varejo,34,6,841.46,App
C0209,2024-06,PF Varejo,34,6,671.51,App
C0210,2024-01,PF Varejo,72,5,401.93,App
C0210,2024-02,PF Varejo,72,6,618.42,App
C0210,2024-03,PF Varejo,72,5,822.83,App
C0210,2024-04,PF Varejo,72,5,559.19,App
C0210,2024-05,PF Varejo,72,5,483.36,App
C0210,2024-06,PF Varejo,72,6,774.52,App
C0211,2024-01,PF Alta Renda,53,21,8265.08,App
C0211,2024-02,PF Alta Renda,53,14,5618.7,App
C0211,2024-03,PF Alta Renda,53,13,6815.14,App
C0211,2024-04,PF Alta Renda,53,20,8653.42,App
C0211,2024-05,PF Alta Renda,53,15,7052.72,App
C0211,2024-06,PF Alta Renda,53,18,5655.97,App
C0212,2024-01,PF Varejo,62,8,1406.02,App
C0212,2024-02,PF Varejo,62,6,757.44,App
C0212,2024-03,PF Varejo,62,4,452.92,App
C0212,2024-04,PF Varejo,62,2,286.4,App
C0212,2024-05,PF Varejo,62,0,0.0,App
C0212,2024-06,PF Varejo,62,0,0.0,App
C0213,2024-01,PF Varejo,44,10,1149.23,App
C0213,2024-02,PF Varejo,44,9,1391.94,App
C0213,2024-03,PF Varejo,44,10,735.44,App
C0213,2024-04,PF Varejo,44,10,1681.44,App
C0213,2024-05,PF Varejo,44,11,439.25,App
C0213,2024-06,PF Varejo,44,10,1579.77,App
C0214,2024-01,PF Alta Renda,67,26,9859.25,App
C0214,2024-02,PF Alta Renda,67,32,14082.99,App
C0214,2024-03,PF Alta Renda,67,37,18482.31,App
C0214,2024-04,PF Alta Renda,67,33,12924.55,App
C0214,2024-05,PF Alta Renda,67,41,16078.19,App
C0214,2024-06,PF Alta Renda,67,32,14661.93,App
C0215,2024-01,PF Alta Renda,22,24,10721.89,Internet Banking
C0215,2024-02,PF Alta Renda,22,24,13200.79,Internet Banking
C0215,2024-03,PF Alta Renda,22,20,8285.46,Internet Banking
C0215,2024-04,PF Alta Renda,22,24,16465.25,Internet Banking
C0215,2024-05,PF Alta Renda,22,25,11071.87,Internet Banking
C0215,2024-06,PF Alta Renda,22,19,6908.52,Internet Banking
C0216,2024-01,PF Alta Renda,24,20,6891.08,App
C0216,2024-02,PF Alta Renda,24,23,7944.41,App
C0216,2024-03,PF Alta Renda,24,12,4234.33,App
C0216,2024-04,PF Alta Renda,24,6,2076.14,App
C0216,2024-05,PF Alta Renda,24,1,440.59,App
C0216,2024-06,PF Alta Renda,24,1,516.61,App
C0217,2024-01,PF Varejo,46,21,4130.41,Internet Banking
C0217,2024-02,PF Varejo,46,17,1627.46,Internet Banking
C0217,2024-03,PF Varejo,46,17,1692.96,Internet Banking
C0217,2024-04,PF Varejo,46,19,1257.98,Internet Banking
C0217,2024-05,PF Varejo,46,14,1997.18,Internet Banking
C0217,2024-06,PF Varejo,46,18,2497.15,Internet Banking
C0218,2024-01,PF Varejo,59,12,1525.9,App
C0218,2024-02,PF Varejo,59,9,944.39,App
C0218,2024-03,PF Varejo,59,14,2253.82,App
C0218,2024-04,PF Varejo,59,8,902.36,App
C0218,2024-05,PF Varejo,59,10,1459.02,App
C0218,2024-06,PF Varejo,59,11,1967.1,App
C0219,2024-01,PJ Pequeno Negocio,64,25,5704.93,App
C0219,2024-02,PJ Pequeno Negocio,64,21,5940.13,App
C0219,2024-03,PJ Pequeno Negocio,64,22,5575.36,App
C0219,2024-04,PJ Pequeno Negocio,64,26,9056.27,App
C0219,2024-05,PJ Pequeno Negocio,64,32,7397.78,App
C0219,2024-06,PJ Pequeno Negocio,64,22,7337.23,App
C0220,2024-01,PF Varejo,43,8,549.57,App
C0220,2024-02,PF Varejo,43,9,866.66,App
C0220,2024-03,PF Varejo,43,10,1076.83,App
C0220,2024-04,PF Varejo,43,10,1190.4,App
C0220,2024-05,PF Varejo,43,9,1523.34,App
C0220,2024-06,PF Varejo,43,8,987.01,App
C0221,2024-01,PF Varejo,55,15,2123.44,App
C0221,2024-02,PF Varejo,55,17,1920.57,App
C0221,2024-03,PF Varejo,55,15,705.12,App
C0221,2024-04,PF Varejo,55,13,2021.97,App
C0221,2024-05,PF Varejo,55,14,2237.76,App
C0221,2024-06,PF Varejo,55,15,2543.04,App
C0222,2024-01,PF Varejo,49,8,844.05,App
C0222,2024-02,PF Varejo,49,7,789.89,App
C0222,2024-03,PF Varejo,49,7,845.7,App
C0222,2024-04,PF Varejo,49,9,1342.56,App
C0222,2024-05,PF Varejo,49,7,571.84,App
C0222,2024-06,PF Varejo,49,7,806.86,App
C0223,2024-01,PF Alta Renda,72,13,4103.54,App
C0223,2024-02,PF Alta Renda,72,12,3897.61,App
C0223,2024-03,PF Alta Renda,72,8,1837.37,App
C0223,2024-04,PF Alta Renda,72,3,369.27,App
C0223,2024-05,PF Alta Renda,72,1,348.3,App
C0223,2024-06,PF Alta Renda,72,0,0.0,App
C0224,2024-01,PJ Pequeno Negocio,55,40,5695.23,Internet Banking
C0224,2024-02,PJ Pequeno Negocio,55,27,10679.59,Internet Banking
C0224,2024-03,PJ Pequeno Negocio,55,40,11154.28,Internet Banking
C0224,2024-04,PJ Pequeno Negocio,55,28,6317.6,Internet Banking
C0224,2024-05,PJ Pequeno Negocio,55,34,10768.23,Internet Banking
C0224,2024-06,PJ Pequeno Negocio,55,36,6009.83,Internet Banking
C0225,2024-01,PF Varejo,41,8,873.42,App
C0225,2024-02,PF Varejo,41,10,1699.14,App
C0225,2024-03,PF Varejo,41,9,977.38,App
C0225,2024-04,PF Varejo,41,9,1355.14,App
C0225,2024-05,PF Varejo,41,8,839.85,App
C0225,2024-06,PF Varejo,41,7,911.8,App
C0226,2024-01,PJ Pequeno Negocio,73,38,7639.8,App
C0226,2024-02,PJ Pequeno Negocio,73,32,9226.58,App
C0226,2024-03,PJ Pequeno Negocio,73,46,14216.3,App
C0226,2024-04,PJ Pequeno Negocio,73,32,9774.43,App
C0226,2024-05,PJ Pequeno Negocio,73,44,9123.86,App
C0226,2024-06,PJ Pequeno Negocio,73,31,6541.76,App
C0227,2024-01,PF Varejo,24,11,1615.28,App
C0227,2024-02,PF Varejo,24,11,1230.2,App
C0227,2024-03,PF Varejo,24,11,1424.74,App
C0227,2024-04,PF Varejo,24,9,1519.72,App
C0227,2024-05,PF Varejo,24,12,2094.8,App
C0227,2024-06,PF Varejo,24,9,1111.57,App
C0228,2024-01,PF Varejo,74,6,765.09,App
C0228,2024-02,PF Varejo,74,5,522.3,App
C0228,2024-03,PF Varejo,74,6,952.37,App
C0228,2024-04,PF Varejo,74,5,550.57,App
C0228,2024-05,PF Varejo,74,5,357.04,App
C0228,2024-06,PF Varejo,74,6,794.19,App
C0229,2024-01,PF Varejo,26,12,1534.7,App
C0229,2024-02,PF Varejo,26,13,1783.43,App
C0229,2024-03,PF Varejo,26,10,1107.94,App
C0229,2024-04,PF Varejo,26,11,1254.71,App
C0229,2024-05,PF Varejo,26,10,799.41,App
C0229,2024-06,PF Varejo,26,9,1013.52,App
C0230,2024-01,PF Varejo,34,9,1793.86,App
C0230,2024-02,PF Varejo,34,9,572.13,App
C0230,2024-03,PF Varejo,34,6,474.56,App
C0230,2024-04,PF Varejo,34,3,470.43,App
C0230,2024-05,PF Varejo,34,0,0.0,App
C0230,2024-06,PF Varejo,34,0,0.0,App
C0231,2024-01,PF Varejo,64,16,1712.54,Internet Banking
C0231,2024-02,PF Varejo,64,17,747.88,Internet Banking
C0231,2024-03,PF Varejo,64,9,1299.32,Internet Banking
C0231,2024-04,PF Varejo,64,5,839.13,Internet Banking
C0231,2024-05,PF Varejo,64,1,96.69,Internet Banking
C0231,2024-06,PF Varejo,64,1,156.71,Internet Banking
C0232,2024-01,PF Varejo,59,10,1792.73,Internet Banking
C0232,2024-02,PF Varejo,59,12,1127.2,Internet Banking
C0232,2024-03,PF Varejo,59,14,2086.12,Internet Banking
C0232,2024-04,PF Varejo,59,13,1651.44,Internet Banking
C0232,2024-05,PF Varejo,59,12,1170.04,Internet Banking
C0232,2024-06,PF Varejo,59,13,1494.69,Internet Banking
C0233,2024-01,PJ Pequeno Negocio,73,26,5743.63,App
C0233,2024-02,PJ Pequeno Negocio,73,34,6826.93,App
C0233,2024-03,PJ Pequeno Negocio,73,28,6451.38,App
C0233,2024-04,PJ Pequeno Negocio,73,34,5960.57,App
C0233,2024-05,PJ Pequeno Negocio,73,25,5420.01,App
C0233,2024-06,PJ Pequeno Negocio,73,31,5914.75,App
C0234,2024-01,PF Varejo,60,12,1184.39,App
C0234,2024-02,PF Varejo,60,13,1297.69,App
C0234,2024-03,PF Varejo,60,7,766.87,App
C0234,2024-04,PF Varejo,60,3,209.24,App
C0234,2024-05,PF Varejo,60,0,0.0,App
C0234,2024-06,PF Varejo,60,0,0.0,App
C0235,2024-01,PJ Pequeno Negocio,54,30,8423.38,App
C0235,2024-02,PJ Pequeno Negocio,54,45,9773.19,App
C0235,2024-03,PJ Pequeno Negocio,54,35,6558.32,App
C0235,2024-04,PJ Pequeno Negocio,54,34,9590.33,App
C0235,2024-05,PJ Pequeno Negocio,54,42,13612.35,App
C0235,2024-06,PJ Pequeno Negocio,54,48,14706.57,App
C0236,2024-01,PF Alta Renda,37,20,9569.27,Internet Banking
C0236,2024-02,PF Alta Renda,37,19,10126.24,Internet Banking
C0236,2024-03,PF Alta Renda,37,23,9089.3,Internet Banking
C0236,2024-04,PF Alta Renda,37,19,10175.47,Internet Banking
C0236,2024-05,PF Alta Renda,37,24,9325.44,Internet Banking
C0236,2024-06,PF Alta Renda,37,17,8081.11,Internet Banking
C0237,2024-01,PF Varejo,18,6,650.58,App
C0237,2024-02,PF Varejo,18,5,470.55,App
C0237,2024-03,PF Varejo,18,5,524.43,App
C0237,2024-04,PF Varejo,18,5,737.6,App
C0237,2024-05,PF Varejo,18,5,564.39,App
C0237,2024-06,PF Varejo,18,5,468.39,App
C0238,2024-01,PF Alta Renda,25,17,4034.49,App
C0238,2024-02,PF Alta Renda,25,16,5601.68,App
C0238,2024-03,PF Alta Renda,25,15,5000.33,App
C0238,2024-04,PF Alta Renda,25,20,8817.8,App
C0238,2024-05,PF Alta Renda,25,20,8591.96,App
C0238,2024-06,PF Alta Renda,25,20,8467.44,App
C0239,2024-01,PF Varejo,34,12,1552.55,App
C0239,2024-02,PF Varejo,34,11,1373.83,App
C0239,2024-03,PF Varejo,34,14,1627.93,App
C0239,2024-04,PF Varejo,34,8,795.41,App
